類・品目,総合,生鮮食品を除く総合,持家の帰属家賃を除く総合,持家の帰属家賃及び生鮮食品を除く総合,食料（酒類を除く）及びエネルギーを除く総合,食料,生鮮食品,生鮮食品を除く食料,穀類,魚介類,生鮮魚介,肉類,乳卵類,野菜・海藻,生鮮野菜,果物,生鮮果物,油脂・調味料,菓子類,調理食品,飲料,酒類,外食,住居,持家の帰属家賃を除く住居,家賃,持家の帰属家賃を除く家賃,設備修繕・維持,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,室内装備品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,衣料,和服,洋服,シャツ・セーター・下着類,シャツ・セーター類,下着類,履物類,他の被服類,被服関連サービス,保健医療,医薬品・健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,エネルギー,教育関係費,教養娯楽関係費,情報通信関係費
200309,100.9,101.1,100.9,101.2,104,96.8,94.4,97.3,100.6,96.6,97.1,92.3,95.1,95.9,94.1,92.1,91.3,100,92.1,95.6,111.9,103.3,95.7,100.9,100.8,101.1,101.7,99.8,93.8,102.3,89.1,63,97,117.8,154.2,120.7,111.5,99.6,108.3,98,101.7,102.1,101.5,102.1,101.9,102,101.4,99.8,107.8,94.5,102.6,106.5,111.8,97.9,101.2,99.9,96.2,116.4,106.1,110.2,91.2,96,111.1,367.2,106.6,97.7,101.3,97.1,100.1,105.8,92.7,83.5,95.5,,104.1,109.7,
200310,100.9,101.2,100.9,101.3,103.9,96.8,92.5,97.7,104.9,96.9,97.6,92,95.7,91.2,86.8,96,95.4,100.8,92.3,95.6,112.3,103.2,95.7,100.8,100.8,101,101.8,99.8,93.7,102,89,62.6,97,117.2,151.8,120,111.3,99.5,108.4,98,102.3,103.2,101.7,103.4,102.1,102.3,101.6,100.2,108.5,94.3,102.5,106.5,111.4,97.9,101.2,100.3,96.1,116.2,106.1,110.2,91.2,96,110.5,363.3,107.8,97.7,100,97,100.1,105.5,92.8,83.5,95.5,,104.1,109.3,
200311,100.4,101,100.4,101.1,103.7,95.8,85.7,97.9,107.3,97,97.8,92.2,95.4,84,75.6,87.6,86.7,99.3,92.4,95.6,112.1,103.2,95.7,100.8,100.7,101,101.7,99.7,93.7,102,89,62.3,97,117,150.6,120,111.5,99.4,108.6,98,102.4,103.9,101.6,104.1,101.8,101.6,101.8,100,108.5,94.5,102.4,106.4,110.9,97.9,101.1,100.2,95.9,116.2,106.1,110.2,91.2,96,108.8,358.7,105.5,97.7,98.4,97,100.1,105.4,92.9,83.5,95.5,,104.1,107.9,
200312,100.5,101.1,100.5,101.1,103.7,96.2,87.8,98,108.4,98.1,100,92.2,95.5,86.6,79.8,85.7,84.7,100.2,92.3,95.5,112.1,103,95.7,100.8,100.7,101,101.7,99.7,93.7,102,89,61.8,97.1,116.5,149.1,119.8,111.5,99.2,107.8,98,102.1,103,101.7,103.1,101.7,101.5,101.8,99.9,108.6,94.4,102.3,106.3,110.5,97.9,101.1,100.8,95.9,116.1,106.1,110.2,91.2,96,109.4,355.4,106.2,97.8,99.1,97,100.1,105.3,92.9,83.5,95.5,,104.1,108.5,
200401,100.3,100.4,100.2,100.4,102.8,97.5,94.9,98,109.9,99.2,102.1,92.7,93,94,91.2,92.4,91.6,100.1,92.2,95.5,111.9,103,95.7,100.7,100.6,100.9,101.6,99.7,93.5,101.9,88.9,61.4,97.1,115.8,147.5,119.3,109.8,99.2,107.6,98,95.3,92.5,100.8,91.8,95,92.4,100.5,98.3,106.2,94.4,102.2,106.3,110.1,97.9,100.8,100.9,95.3,116,106.1,110.2,91.2,96,107.9,348.9,105.6,98,97,96.9,100.1,104.9,92.9,83.5,95.5,,104.1,107.2,
200402,100.3,100.4,100.2,100.3,102.6,98,96.2,98.4,110.1,98.3,100.3,93.9,94.2,95.2,93.3,96.4,95.8,100.1,92.2,95.5,111.8,102.9,96,100.8,100.6,101,101.6,99.6,93.5,101.9,88.8,61.2,97.1,115.3,145.7,118.6,109.4,99.2,107.3,98,93.6,89.8,101.3,88.7,93.3,90,100.5,98.6,106.2,94.5,102.3,106.3,110.2,97.9,100.5,100.1,95.1,116,106.1,110.2,91.2,96,107.8,345.6,105.6,97.9,97,97,100.1,105.3,93,83.5,95.5,,104.1,106.8,
200403,100.5,100.6,100.4,100.6,103,97.8,94.8,98.3,109.1,99.7,102.8,94.3,94.2,92.9,89.4,93.8,93.1,99.4,92.5,95.8,111.2,102.8,96.2,100.8,100.5,101,101.6,99.5,93.5,101.9,88.8,61.2,97.1,115.1,144.7,118.5,108.7,99.6,107.2,98,96.7,95.9,101.9,95.4,94,90.9,100.9,99.8,107.1,94.5,102.2,106.1,109.8,97.9,100.7,101.4,95.1,115.9,106.1,110.2,91.2,95.8,108.5,342.3,106,97.8,98.2,96.9,100.1,105.2,92.8,83.5,95.5,,104,107.9,
200404,100.5,100.8,100.4,100.8,103.2,97.2,91.9,98.2,107.7,100.1,103.7,94.2,94,91.1,86.8,85.4,84.4,99.6,92.4,95.6,111.2,102.8,96.6,100.8,100.5,101,101.5,99.6,93.3,101.5,88.5,61.5,97.4,114.9,144.5,118.2,107.6,99.4,107.2,98.5,100.4,99.6,101.8,99.4,101.3,101.2,100.9,99.8,107.8,94.8,101.4,105.8,109.8,96.6,100.6,100,95.4,115.9,106.8,110.8,91.2,97,108.6,341,105.6,98.1,98.3,97,100.2,105.2,92.9,83.5,95.6,,104.7,107.5,
200405,100.6,100.8,100.6,100.9,103.3,97.4,93.5,98.2,107,100.3,104.3,94.6,94.4,88.4,82.5,98.3,97.8,99.4,92.7,95.6,110,102.7,96.6,100.7,100.5,100.9,101.4,99.6,93.3,101.5,88.4,61.6,97.4,114.6,143.5,117.6,109.1,99.3,106.6,98.6,101.7,101.8,102.1,101.8,102.2,102.6,101,99.7,107.9,94.8,101.5,105.9,110.2,96.6,100.8,100.2,95.6,115.9,106.9,110.9,91.2,97,108.6,336.4,104.7,98.2,98.9,96.7,100.2,104.8,92,83.5,95.6,,104.7,107.6,
200406,100.8,100.9,100.8,100.9,103.2,97.8,96.4,98.1,106.3,98.6,101.3,94.2,94.9,93.2,90.1,101.3,101,99,92.5,95.9,110.3,102.7,96.6,100.7,100.4,100.9,101.4,99.5,93.5,101.5,88.4,63.3,97.5,114.2,142.7,116.9,109.4,98.9,106.3,98.6,101.4,101.6,101.8,101.6,101.8,102.1,101.2,99.5,107.8,94.8,101.5,106,110.1,96.6,101.4,100.2,96.6,115.9,106.9,110.9,91.2,97,108.6,333.1,104.3,98.1,99.1,96.7,100.3,104.9,91.7,83.5,95.6,,104.8,107.6,
200407,100.5,100.8,100.4,100.8,103.1,96.9,91.5,98,105.6,97.5,99.4,94.3,94.9,89.3,84.2,93.7,93,98.8,92.6,96,110.1,102.7,96.6,100.7,100.4,100.9,101.4,99.4,93.6,101.7,88.4,63.7,97.6,113.8,141.9,116.5,109.1,98.8,105.5,98.6,97.4,96.7,101.8,96.3,96.7,94.7,101.1,97.8,105.7,94.8,101.4,105.9,109.8,96.6,101.7,101.3,96.9,115.7,106.9,110.9,91.2,97,109.6,329.9,104,98,101.1,96.6,100.2,104.7,91.5,83.5,95.6,,104.8,108.9,
200408,100.6,100.9,100.6,101,103.3,96.9,91.5,98,105.3,98,100.3,95.2,94.8,88.4,82.9,94.9,94.3,98.3,92.4,95.9,109.4,102.5,96.6,100.6,100.4,100.8,101.3,99.4,93.7,101.7,88.4,63.9,97.6,113.6,141,116.6,108.5,98.7,105.4,98.6,95.5,94.4,101.7,93.7,93.6,90.4,100.9,97.6,105.4,94.8,101.4,105.9,109.8,96.7,102.1,102.7,97,115.7,106.9,110.9,91.2,97,111.9,325.3,104.7,98.3,104.5,96.6,100.2,104.6,91.3,83.5,95.6,,104.8,111.2,
200409,100.9,101.1,101,101.2,103.3,97.4,94.6,98,103.9,95.5,96,95.1,96.4,97,96,90.9,90.2,99.5,92.7,95.8,109.8,102.4,96.6,100.5,100.3,100.8,101.3,99.3,94.1,101.7,88.4,67.7,97.8,113.6,140.6,116.3,109.5,98.9,105.4,98.6,101.9,102.1,101.8,102.2,102.9,103.5,101.6,98.9,107.5,94.7,101.4,105.9,109.8,96.7,102.2,100.3,98,115.7,106.9,110.9,91.2,97,109.6,320.7,105,98.1,100.9,96.7,100.2,105,91.5,83.5,95.6,,104.8,108.6,
200410,101.4,101.1,101.5,101.2,103.4,99.1,105.1,97.8,101.5,96.5,97.5,95.4,97.2,107.9,112.7,102.7,102.5,99.5,92.7,96,109.5,102.4,96.4,100.6,100.2,100.8,101.3,99.2,93.9,100.8,88.6,69.1,97.8,113.7,141,115.9,110,99,105.5,98.6,103.1,104.4,102.2,104.6,103.8,104.5,101.9,98.8,108.1,94.7,101.4,106,109.4,96.7,102.2,100.3,98.1,115.7,106.9,110.9,91.2,97,109.1,319.4,105.6,98.2,99.9,96.8,100.3,104.9,91.8,83.5,95.7,,104.8,108.1,
200411,101.2,100.8,101.3,100.9,103,99.2,105.5,97.8,100.5,96.2,96.6,95.8,97.7,110.8,117,98.3,97.8,99.4,92.5,95.8,109.2,102.4,96.4,100.6,100.2,100.8,101.3,99.2,94.2,100.8,88.8,72.2,97.8,113.4,140.8,116.1,109.8,98.8,104.9,98.6,103.6,105.5,102.3,105.8,103.8,104.5,101.8,98.7,108.1,94.8,101.4,105.9,109.3,96.7,101.3,100.1,98.2,110.6,106.9,110.9,91.2,97,107.9,315.4,105.5,98,98.1,96.7,100.3,104.8,91.9,83.5,95.7,,104.8,106.9,
200412,100.7,100.9,100.8,100.9,103,97.5,96,97.8,99.9,96.9,97.6,95.6,100.4,94.8,92.3,100.3,100,99.8,92.3,95.9,109.7,102.2,96.4,100.6,100.2,100.8,101.3,99.1,94.3,100.8,89,73,97.8,112.9,139.8,115.5,108.9,98.5,104.2,98.6,103,104.6,102.2,105,102.9,103.4,101.8,98.5,107.8,94.8,101.3,105.8,109.1,96.7,101.3,101.2,97.8,110.6,106.9,110.9,91.2,97,108.2,310.2,105,98.4,98.9,96.9,100.3,104.2,93,83.5,95.7,,104.8,107.5,
200501,100.5,100.5,100.4,100.4,102.6,98,99.1,97.7,99.2,99.5,101.8,96.3,97.1,96.7,95.5,101.9,101.6,99,92.7,96.1,109.4,102.7,96.5,100.6,100.2,100.9,101.2,99.1,93.9,99.8,89.1,72.2,97.6,113.1,140.9,114.9,107.7,98.1,104.1,98.7,96.2,94.4,101.4,93.7,96.9,95.1,100.9,97.7,103.4,94.9,101.4,106,109,96.9,100.9,100.9,97.5,108.3,107,110.8,91.2,97.3,108.1,324.1,105.2,98.4,96.9,97.1,100.3,104.4,93.6,83.5,96.7,91.3,104.7,107.4,105.9
200502,100.2,100.2,100,100.1,102.2,97.8,97.6,97.8,99.1,98.4,100,96.3,99.8,96.4,94.9,99,98.6,99.5,92.4,96,109.3,102.9,96.5,100.6,100.2,100.9,101.2,99,93.9,99.8,89,72.2,97.6,112.6,139.3,114.2,107.2,98.2,104,98.7,93.6,89.9,101.9,88.9,94.8,92.2,100.7,97.5,103.1,94.9,101.4,106,109,96.9,100.5,99.9,97.3,108.3,106.9,110.8,91.2,97.3,107.6,315.4,104.4,98.2,97,97.1,100.1,104.6,93.3,83.5,96.7,91,104.7,106.8,105.9
200503,100.5,100.5,100.4,100.5,102.6,97.9,97.4,97.9,98.9,99.2,101.3,96.2,100.5,95.4,93.6,99.1,98.7,98.8,92.8,96.1,109,102.9,96.5,100.6,100.1,100.9,101.1,99,93.9,99.8,89,72.3,97.6,112.3,138.6,115,106.4,98.2,103.5,98.7,98,98.9,102,98.6,95.4,92.7,101.5,97.6,106.5,94.9,101.4,106,108.7,96.9,101,102.1,97.3,108.3,106.9,110.8,91.2,97.3,108,309.9,105.3,98.2,97.7,97,100.1,104.2,93.3,83.5,96.7,91.1,104.7,107.6,105.8
200504,100.6,100.8,100.5,100.8,102.9,97.2,94.6,97.7,98.5,98.8,101,96.3,99.6,94.2,91.6,91.5,90.8,98.9,92.6,95.7,109.1,102.8,96.4,100.6,100.2,100.9,101.2,99,94,98.4,89.4,77.9,97.8,112.5,139.3,114,107.7,98.3,103.3,98.9,101.4,101.6,102.2,101.5,102.6,102.8,101.9,98.1,106.9,95,101.4,105.9,108.8,96.9,101.5,100.2,99,108.4,107.5,111.7,91.1,97.4,108.2,305.5,104.8,98.2,98.5,97.2,100.4,104.4,93.6,83.5,96.8,92.5,105.3,107.3,105.8
200505,100.7,100.9,100.7,101,103,97.4,95.3,97.7,98.8,98.1,99.4,96.2,98.9,92.1,88.3,102,101.8,98.8,92.7,96.2,109.2,102.7,96.5,100.6,100.2,100.9,101.2,99.1,94.1,98.4,89.4,79,97.8,112.4,139,114,107.3,98.3,103.4,98.9,102.4,103.1,102.4,103.2,103.5,104.2,101.9,98,106.7,95.1,101.4,105.9,108.7,96.9,101.8,100.4,99.5,107.8,107.6,111.7,91.1,97.4,108.3,299.4,104.6,98.3,99.3,97.1,100.4,104,93.6,83.5,96.8,93,105.3,107.5,105.5
200506,100.3,100.7,100.2,100.8,102.8,96.2,88.8,97.6,98.6,95.8,95.9,96.4,97.8,84.9,77,100.4,100.2,98.8,92.8,96.2,108.6,102.6,96.5,100.6,100.1,100.8,101.1,99,94.1,98.4,89.4,78.9,97.9,111.6,136.8,113.8,107,98,102.8,99,102,102.5,102.4,102.5,103.1,103.4,102.5,97.8,106.7,95.1,101.3,105.9,108.4,96.9,101.4,99.7,99.2,107.6,107.6,111.7,91.1,97.4,107.9,290.1,103.3,98.4,99.5,97.1,100.4,104.3,93.5,83.5,96.8,92.6,105.3,107,105.5
200507,100.2,100.6,100,100.6,102.6,96.2,89.4,97.5,98.7,96.9,97.6,96.7,96.2,88.3,82.5,90.8,90.1,98.2,92.8,96.2,108.1,102.6,96.5,100.5,100.1,100.8,101.1,99,94.1,98.3,89,80,97.9,111,135.3,113.3,106.2,97.9,102.6,99,97.6,97.4,101.9,97,97.3,95.1,102.2,96.4,103.9,95.1,101.2,105.7,107.8,96.9,102,100.9,99.7,107.8,107.6,111.7,91.1,97.4,108.5,287.8,103.5,98.4,100.7,97,100.4,104.1,93.1,83.5,96.8,93.1,105.3,107.7,105.5
200508,100.3,100.7,100.2,100.7,102.7,96.1,89.5,97.5,98.9,97.3,98.5,96.7,95.5,85.9,79.1,95.9,95.5,98.4,92.5,96.2,108,102.3,96.5,100.5,100,100.8,101,99,94.2,98.3,89,82.2,97.9,110.7,135,112.6,106,97.7,102.3,99,95.8,95.4,100.8,95,94.5,91.2,102.1,95.9,103.4,95.2,101.2,105.7,107.8,96.9,102.7,102.5,100.5,107.8,107.6,111.7,91.1,97.4,109.5,280,103.8,99,102.8,97,100.5,103.8,93,83.5,96.8,94.1,105.3,109.1,105.5
200509,100.6,100.9,100.5,101,102.9,96.6,92.1,97.5,98.5,95.9,95.7,96.5,95.9,92.2,88.6,93.9,93.3,98.6,92.5,96.5,108,102.2,96.6,100.6,100.1,100.9,101.1,99,94.4,98.3,89,84.8,97.9,110.9,135,113,106.6,98,102.3,99,102.9,104.3,101.6,104.5,103.8,104.1,103,97.3,106,95.2,101.1,105.7,107.7,96.9,102.5,100.3,100.9,107.6,107.6,111.7,91.1,97.4,108,275.1,104,98.7,100.5,97,100.5,103.8,93.3,83.5,96.8,94.9,105.3,107.2,105.5
200510,100.6,101,100.5,101,102.9,96.4,90.9,97.5,98,95.5,95.2,96.4,97,90.4,85.9,94.4,93.8,98.6,92.5,96.5,107.4,102.3,96.5,100.6,100,100.9,101,98.9,95.4,99.6,89.5,86.8,98.2,111,135.2,113.5,107.7,97.8,102.4,99,103.9,106,101.6,106.3,104.5,105.1,103.1,97.6,106.9,95.2,101,104.6,108.1,96.9,102.5,100.3,101,107.6,107.6,111.7,91.1,97.4,107.3,267.8,103.6,98.7,100,97.2,100.5,103.5,93.3,83.5,97.7,95.7,105.3,106.6,105.5
200511,100.2,100.7,100.1,100.7,102.5,95.8,88.2,97.4,97.6,96,95.8,96.3,96.1,88.9,83.4,87,86.1,97.8,92.5,96.6,107.2,102,96.5,100.6,100,101,101,98.9,95.6,99.6,89.9,88.1,98.2,110.7,133.9,113.7,107.9,97.8,102.4,99,104.4,107,101.7,107.5,104.4,104.9,103.1,97.4,107,95.2,101.1,105.5,107.8,96.9,101.2,100,100.7,103.2,107.6,111.7,91.1,97.4,106.5,262.6,104.2,98.7,98.6,97.2,100.5,103.4,93.3,83.5,97.7,95.7,105.3,105.7,102.2
200512,100.3,100.7,100.1,100.7,102.6,96,89.1,97.3,97.3,98.1,99.1,96.5,96.5,89.5,84.7,83.6,82.5,97.9,92.4,96.8,106.7,101.8,96.5,100.7,100,101.1,101.1,98.8,95.8,99.6,90.5,88.6,98.2,110.3,133.4,113.3,107,97.7,101.7,99,104.2,106.7,101.7,107.1,104,104.5,102.9,97.6,106.9,95.2,100.6,104,107.1,96.9,101.3,101.3,100.2,103.5,107.6,111.7,91.1,97.4,106.7,260.9,104.7,98.9,98.9,97.3,100.5,102.9,94.8,83.5,97.7,95.4,105.3,106.2,102.2
200601,100.4,100.4,100.3,100.3,101.8,98,100.9,97.3,97.1,98.3,99.2,96.5,94.2,103.4,106.4,93.8,93.3,98.3,92.6,96.6,106.9,102,96.7,100.7,100.1,101.1,101.1,98.9,97.4,101.2,91.7,94.9,98.3,110.2,133.2,112.2,106.6,97.8,101.6,98.9,96.7,95.1,101,94.6,97.9,96.2,101.9,96.9,102.5,95.4,101,105.4,107.1,96.9,101.1,100.7,100.1,103.5,107.6,111.7,91.1,97.4,105.5,256.8,104.3,99,97.2,97.4,100.6,103,95.1,83.5,97.7,96.7,105.4,105,102.2
200602,100.1,100.2,99.9,100.1,101.6,96.9,95.2,97.3,97.2,97.9,98.7,96.6,95.6,95.2,93.6,93.5,92.9,98,92.4,96.5,106.7,101.9,96.6,100.8,100,101.1,101,98.9,97.9,101.2,92.2,99.4,98.3,109.6,131.6,111.4,105.8,97.6,101.9,98.9,94.8,92.1,101.2,91.3,95.6,92.7,101.9,96.9,103.5,95.5,101,105.4,107.5,96.9,101,99.7,100.4,103.4,107.6,111.7,91.1,97.5,105.2,250.7,104.5,98.7,97.1,97.5,100.4,103.6,95.2,83.5,97.7,97.5,105.4,104.5,102.2
200603,100.3,100.6,100.1,100.5,102.1,96.5,92.8,97.3,97.1,99,100.4,96.6,95.4,91.5,87.9,91.1,90.3,97.3,92.5,96.5,106.6,101.9,96.7,100.6,100,100.9,101,98.9,97.9,101.2,92.5,98.6,98.3,109.5,131.1,111.9,105.5,97.9,101.6,98.9,98.8,100,101.5,99.9,96.2,93.6,102.2,97.9,105.9,95.7,101,105.3,107.1,96.9,101.6,102,100.6,103.4,107.6,111.7,91.7,97.5,105.9,249,105.6,98.8,98.1,97.3,100.4,102.9,95.4,83.5,97.7,97.8,105.4,105.8,102.2
200604,100.5,100.7,100.4,100.7,102.3,96.7,94,97.3,97,100.8,103.2,96.9,95.5,94,91.7,85.7,84.6,97,92.5,96.4,106.2,101.9,96.7,100.6,100,100.9,101,98.9,97.6,99.6,93.7,97.9,98.7,109.8,131.6,111.8,106.7,97.8,101.7,99.2,102.2,102.8,101,103,103.2,103.5,102.5,98.1,105.8,96,100.2,105.2,107.3,95.5,101.3,100,100.7,103.3,108.3,112.5,91.3,98.1,106.4,247.5,105.1,98.8,99.2,97.5,100.5,103.1,96.6,83.5,97.3,97.5,105.9,105.7,102.2
200605,100.8,100.9,100.8,100.9,102.5,97.4,97.5,97.3,97,99.8,101.7,97,95.6,95.1,93.3,99.4,99.2,97.2,92.5,96.3,105.9,101.6,97,100.7,100.1,101,101.2,98.9,97.9,99.6,93.8,100.1,98.7,109.5,131.2,111.3,106.1,97.9,101.3,99.2,103,103.9,101.1,104.2,104.1,104.9,102.2,98.1,105.7,96.2,100,104.3,107.3,95.5,102,100.1,102,103.3,108.3,112.5,91.3,98.1,106.9,245.2,105.2,98.8,100.2,97.5,100.5,102.8,97.3,83.5,97.3,99,106,106.2,102.2
200606,100.8,100.9,100.8,100.9,102.4,97.5,98,97.3,96.9,98.5,99.5,96.6,95.2,94.2,92,106.6,106.5,96.9,92.8,96.7,106.2,101.4,97.1,100.7,100.1,101,101.1,99,97.9,99.6,93.8,100.4,98.8,109.3,129.8,111.3,106.4,98.2,101.4,99.2,102.9,103.6,101.3,103.8,104.1,104.8,102.7,98.1,105.6,96.3,100.1,105.2,107,95.5,101.9,99.5,102,103.4,108.3,112.5,91.3,98.1,107,239.1,104.7,99,100.8,97.6,100.4,103.1,97.6,83.5,97.3,99,106,106.1,102.2
200607,100.5,100.8,100.5,100.8,102.3,96.8,93.7,97.3,96.8,98.8,99.6,97.1,94.6,91.5,87.8,96.1,95.7,97,92.8,96.6,105.9,101.3,97.1,100.6,100.1,100.9,101.1,99,97.8,98.9,94.4,100.4,98.8,109,129.3,111.3,106,98.4,100.8,99.4,98.9,99,101,98.9,98.7,97.1,102.6,97.6,103,96.2,100.2,105.1,107.3,95.5,102.2,100.8,102.2,103.3,108.3,112.5,91.3,98.1,106.9,235.7,104.1,99,101.2,98.4,100.4,103,97.3,91.1,97.3,99.1,106,106.3,102.2
200608,101.2,101,101.2,101.1,102.3,98.5,104.2,97.3,96.7,101.5,104.1,97.5,94.4,101.6,103.7,104.8,104.8,96.5,92.6,96.7,105.7,101.3,97.1,100.5,100.1,100.7,101.1,99,98.2,98.9,94.5,104,98.8,108.6,128.3,109.8,105.2,98.6,100.8,99.4,97,96.7,100.8,96.3,96.1,93.3,102.3,97.4,102.6,96.3,100.2,105.2,107.5,95.5,103.5,102.5,103.8,103.2,108.4,112.5,91.3,98.2,108.1,229.6,104.5,99.2,103.4,98.4,100.4,102.9,97.3,91.1,97.3,101,106,107.7,102.2
200609,101.2,101.1,101.3,101.2,102.4,98.2,101.4,97.5,96.7,100.8,103,97.7,95.7,98.2,98.1,104.8,104.8,97.3,92.6,97,105.5,101.3,97.2,100.4,100.1,100.7,101.1,99.1,98.2,98.9,94.5,104.4,98.8,108.7,128.2,110.5,106.4,98.7,101,99.4,103.4,105.2,101.1,105.5,103.6,103.9,102.9,98.4,105.1,96.4,100.2,105.1,107.9,95.5,102.9,99.8,103.8,103.3,108.4,112.5,91.3,98.2,106.7,225.2,104.5,98.9,101.4,98.4,100.4,102.8,97.7,91.1,97.3,101.1,106,105.9,102.2
200610,101,101.1,101.1,101.2,102.5,97.6,98.2,97.5,96.6,99.9,101.6,97.8,96.2,94.5,92.4,104,104.1,97.1,92.6,97,105.6,101.3,97.2,100.4,100.1,100.7,101,99.1,98.1,99.2,94.4,102.6,98.8,108.9,128.3,110.5,107.6,98.8,101.2,99.4,104.8,107.2,101.4,107.8,104.7,105.4,103.1,98.4,106.7,96.4,101.2,105.1,108,97.2,102.5,99.7,103,103.2,108.4,112.5,91.3,98.2,105.9,222.3,103.2,99,100.8,98.4,100.2,103,97.8,91.1,97.3,100.3,106,105.3,102.2
200611,100.5,100.9,100.5,101,102.3,96.5,90.9,97.6,96.6,99.8,101.5,98.1,95.9,85.1,77.9,99.8,99.6,97.6,92.6,97.3,105.7,101.2,97.3,100.4,100.1,100.6,100.9,99.1,97.7,99.2,94.2,99.3,98.8,109,127.5,110.2,107.6,98.6,103.1,99.4,105,107.7,101.4,108.3,104.5,105.2,102.9,98.7,106.9,96.5,101.2,105,108.2,97.2,101.8,99.5,101.8,103.1,108.4,112.5,91.3,98.2,105,217.7,103.1,99,99.5,98.5,100.4,102.8,98.5,91.1,97.3,98.8,106,104.3,102.1
200612,100.6,100.8,100.5,100.9,102.3,96.8,93,97.5,96.2,99.9,101.6,97.9,96.8,87.1,81.2,102.4,102.4,97.5,92.2,97.3,105.4,101.1,97.4,100.4,100.1,100.7,101,99.1,97.6,99.2,94.2,98.2,98.8,108.9,126.5,110.1,107.5,98.8,103,99.4,104.7,107.2,101.4,107.8,104.4,105,103,98.4,106.8,96.6,101.1,104.8,108.2,97.2,101.6,100.4,101.3,103.1,108.4,112.5,91.3,98.2,105.2,212.5,103.8,99.3,99.8,98.4,100.2,102.2,98.7,91.1,97.3,98.2,106,104.6,102.1
200701,100.4,100.4,100.3,100.4,101.6,97.8,99.2,97.5,96.4,101.2,103.3,98.6,94.8,93.4,90.8,108.1,108.3,96.5,92.5,97.5,105.1,100.8,97.5,100.5,100.1,100.7,100.9,99.1,98.3,100.4,94.8,97.8,98.8,108.7,125.7,109.9,106.9,98.9,103.3,99.4,97.3,96,100.6,95.6,97.9,96.2,101.7,98.1,102,96.7,100.7,103.4,108,97.2,101.5,100.2,101.1,103.2,108.4,112.5,91.3,98.6,104.1,209.3,103.9,99.4,98.2,98.4,100,102.8,98.7,91.1,97.3,98.5,106.1,103.6,102.1
200702,99.9,100.1,99.8,100,101.3,97,94.3,97.5,96.3,99.9,101.3,98.3,95.7,88.7,83.4,103.7,103.8,97.4,92.6,97.2,105.5,100.8,97.4,100.5,100.1,100.8,100.9,99.2,98,100.4,94.8,94.5,98.8,108.1,124.5,109.2,105.8,98.9,103.5,99.4,95.1,92,101.1,91.2,96.1,93.7,101.7,98.8,102.5,96.7,100.7,103.4,107.7,97.2,100.6,99.6,100.2,102,108.5,112.5,92.7,98.6,104,207.8,104,99,98.2,98.5,100.1,102.7,98.8,91.1,97.3,97.4,106.1,103.4,101.3
200703,100.2,100.3,100.1,100.3,101.6,97.3,96.1,97.5,96.4,101.6,104.2,98.6,95.7,90.4,86.1,102.3,102.2,97,93,97.1,105.1,100.5,97.5,100.4,100.1,100.7,100.9,99.2,97.9,100.4,94.8,93.7,98.8,107.6,123.1,108.9,105,98.8,102.8,99.4,99.2,99.9,101.2,99.8,96.8,94.5,102,99.4,105.4,96.9,101,104.6,107.6,97.2,100.5,100.5,100.2,101,108.5,112.5,92.7,98.7,104.5,205.8,104.6,99.1,99,98.4,100,102.7,98.7,91.1,97.3,97.3,106.1,104.2,100.4
200704,100.5,100.6,100.4,100.6,102.1,97.4,96.6,97.5,96.6,102.8,106.1,98.5,95.2,93.6,91.2,93.3,92.7,97.1,93,97,105,100.6,97.5,100.4,100,100.6,100.9,99.1,97.7,99.8,94.9,94.2,98.8,108.1,124.1,108.5,106.6,99.1,103.1,99.4,102.9,103.4,101.2,103.6,103.8,104.4,102.3,99.5,105.7,96.9,101.2,104.8,107.6,97.4,100.7,100.3,100.6,101,109.1,113.2,92.7,99.2,104.9,203.2,103.5,99.1,100.1,98.6,100.3,102.6,98.9,91.1,97.5,97.5,106.6,104.4,100.4
200705,100.8,100.8,100.8,100.9,102.2,97.7,98.3,97.5,96.4,102.1,105.1,98.5,94.9,92.8,89.9,103.8,103.8,97.3,92.9,97.1,105.2,100.5,97.5,100.4,100.1,100.7,101,99.1,98.1,99.8,94.9,98.1,98.8,107.9,123.3,109.2,106.3,99,103.2,99.4,103.6,104.3,100.9,104.6,105.1,106.2,102.5,99.5,105.7,97,101.2,104.8,107.9,97.5,101.4,100.3,101.8,101,109.1,113.2,92.7,99.2,105.4,201.2,103.5,99.2,101.2,98.6,100.2,102.7,99.2,91.1,97.5,99.1,106.6,104.8,100.4
